time,US-AL,US-AK,US-AZ,US-AR,US-CA,US-CO,US-CT,US-DE,US-DC,US-FL,US-GA,US-HI,US-ID,US-IL,US-IN,US-IA,US-KS,US-KY,US-LA,US-ME,US-MD,US-MA,US-MI,US-MN,US-MS,US-MO,US-MT,US-NE,US-NV,US-NH,US-NJ,US-NM,US-NY,US-NC,US-ND,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VT,US-VA,US-WA,US-WV,US-WI,US-WY
2019-09-22,34,25,34,40,57,84,43,25,69,64,57,15,29,54,76,56,23,53,61,49,48,67,34,61,62,48,36,85,53,14,55,40,77,39,32,47,45,64,49,65,46,24,44,67,46,38,67,61,59,43,37
2019-09-29,28,25,27,60,59,40,46,33,52,56,52,38,23,51,45,69,27,30,57,50,58,62,37,56,81,54,73,52,40,41,47,53,62,43,8,52,64,57,54,38,52,25,48,75,53,38,66,65,40,48,19
2019-10-06,36,63,44,45,62,65,57,42,95,66,46,53,18,39,68,80,55,29,64,63,37,63,35,53,49,63,36,65,57,34,50,40,58,50,40,54,65,61,66,56,37,61,35,57,49,9,51,72,26,45,56
2019-10-13,39,0,29,45,61,46,33,42,58,57,58,38,47,47,47,52,51,43,72,28,50,46,41,57,55,61,50,39,45,27,45,40,66,49,49,52,33,66,55,75,22,61,50,74,53,19,61,56,13,29,56
2019-10-20,30,37,33,35,57,66,33,50,37,58,52,45,29,51,37,64,41,56,60,49,53,59,34,76,73,49,29,64,32,94,47,99,73,51,32,61,36,70,50,28,27,60,43,71,63,9,53,70,39,53,55
2019-10-27,36,100,48,40,59,54,59,58,26,59,61,75,41,52,54,44,41,40,67,98,51,55,58,78,79,55,64,58,40,40,44,79,65,51,24,49,68,68,49,46,44,85,53,66,70,19,60,64,7,41,18
2019-11-03,30,37,34,64,59,47,47,16,57,64,59,22,23,56,65,76,81,48,70,64,54,62,52,32,49,58,58,78,55,34,39,72,72,63,0,57,48,80,46,56,29,37,48,76,56,38,55,86,66,49,18
2019-11-10,35,25,47,39,56,89,42,66,78,62,53,30,40,52,46,87,54,57,42,55,59,48,48,61,78,43,35,51,67,40,51,65,69,49,16,50,63,48,62,55,41,36,44,65,62,46,69,74,51,71,91
2019-11-17,39,25,37,40,58,55,52,58,100,64,66,30,35,52,47,64,27,37,68,42,48,66,54,71,67,57,21,38,40,60,58,93,67,64,24,52,61,53,56,46,46,36,45,72,70,28,67,65,39,47,37
2019-11-24,38,12,29,39,44,56,45,57,10,45,28,29,28,27,36,28,22,18,45,28,35,41,39,59,18,37,21,38,55,33,38,32,46,37,31,41,20,53,48,18,29,60,33,44,21,0,43,41,19,40,54
2019-12-01,47,12,39,49,62,52,31,49,67,69,54,30,52,40,48,75,45,45,67,21,53,65,58,60,73,57,21,64,52,13,55,39,62,52,16,48,84,81,55,46,51,48,52,69,45,46,46,63,6,62,37
2019-12-08,36,38,42,50,65,67,45,42,21,70,84,30,65,56,51,64,28,58,47,42,42,54,46,61,61,57,64,64,36,40,53,73,74,66,40,42,41,49,56,55,58,48,39,58,56,28,70,62,78,63,94
2019-12-15,28,51,23,85,56,41,31,17,42,51,55,15,47,44,55,52,60,40,43,28,41,52,47,57,37,46,29,46,36,14,36,33,63,48,32,39,33,54,44,37,29,24,45,58,32,9,70,57,13,38,19
2019-12-22,30,41,29,22,32,52,18,9,17,43,22,50,6,30,43,4,20,23,43,23,26,35,34,26,47,26,24,57,31,7,20,7,43,28,53,25,18,26,40,31,32,27,37,46,39,10,35,22,14,31,0
2019-12-29,32,13,30,26,46,52,33,35,28,54,42,16,18,29,39,68,14,31,75,52,58,38,36,40,33,38,23,62,42,64,51,28,53,47,51,46,72,72,50,30,41,13,40,44,48,50,34,62,14,38,19
2020-01-05,57,12,43,58,56,62,45,73,51,74,50,29,17,51,45,74,40,65,94,62,57,57,49,63,30,44,21,76,43,46,60,45,64,45,55,59,59,80,46,82,40,12,51,66,58,55,62,57,51,36,36
2020-01-12,41,35,38,37,56,55,53,39,29,76,63,14,27,54,76,56,25,57,69,26,43,56,43,67,34,44,40,73,22,38,46,37,65,46,22,52,60,44,55,69,43,34,53,79,46,17,60,67,61,50,34
2020-01-19,56,49,49,39,66,83,46,65,51,66,48,44,51,55,60,55,35,60,38,41,55,65,50,60,78,77,21,57,51,46,46,64,65,47,47,52,35,53,56,36,29,59,35,62,65,46,66,61,77,54,90
2020-01-26,37,48,42,57,73,59,30,47,45,62,61,64,33,44,66,69,82,38,61,54,68,59,49,48,65,47,41,62,53,26,61,69,68,58,23,69,65,72,60,62,77,70,52,87,71,36,53,74,56,31,18
2020-02-02,52,59,31,51,70,38,31,39,69,65,56,78,44,60,58,42,56,38,77,54,81,78,39,62,82,49,20,43,60,58,60,74,71,50,53,62,42,49,57,35,44,12,48,81,50,27,58,80,19,49,0
2020-02-09,47,12,42,74,67,60,58,70,49,70,69,28,60,56,49,53,38,60,53,46,51,71,48,58,40,69,34,79,56,38,53,74,74,52,0,62,60,60,58,35,46,46,38,68,60,62,58,51,12,72,52
2020-02-16,67,12,45,70,64,85,72,23,54,63,62,35,65,56,75,26,47,50,60,66,63,59,56,47,34,54,20,55,68,44,65,62,78,53,30,64,53,66,54,87,71,68,72,77,43,53,75,66,73,54,0
2020-02-23,51,35,56,64,76,68,61,61,92,79,65,48,21,59,75,59,58,69,56,65,64,69,59,70,40,62,60,54,55,62,76,67,77,50,44,57,100,67,62,60,52,45,60,94,88,43,59,64,36,57,17
2020-03-01,46,23,57,55,69,68,63,46,72,67,58,55,32,53,73,62,38,61,56,38,78,76,48,76,33,77,72,65,77,37,67,67,74,56,52,60,70,83,63,51,58,55,45,79,74,26,63,92,18,69,51
2020-03-08,75,45,48,58,75,58,36,45,42,64,59,34,47,49,68,98,33,41,77,51,60,62,63,87,66,62,52,64,51,24,54,77,83,61,43,59,54,42,53,34,57,33,55,80,76,0,79,77,53,60,100
2020-03-15,79,33,55,66,85,61,52,15,33,84,76,60,41,72,91,85,69,59,54,100,60,68,58,82,82,56,25,81,57,36,81,88,88,53,43,70,57,100,67,58,69,43,44,73,59,66,76,96,23,54,33
2020-03-22,75,33,56,70,74,79,100,44,78,84,96,59,46,73,59,58,84,61,72,42,79,87,66,99,68,88,25,83,53,58,79,81,83,63,21,78,49,76,83,64,50,31,72,86,81,88,86,83,50,69,49
2020-03-29,79,75,54,77,87,94,62,64,32,98,79,78,35,75,90,96,94,71,92,66,87,79,86,71,32,49,37,89,69,46,83,91,84,75,0,73,86,79,76,88,75,83,67,100,54,40,100,85,45,74,48
2020-04-05,63,55,65,83,80,90,58,37,55,94,86,86,31,64,90,57,100,71,81,31,81,68,93,64,66,78,32,81,92,48,78,81,86,100,49,93,57,63,75,75,63,54,77,93,72,100,98,64,58,91,16
2020-04-12,97,44,54,100,93,87,64,44,87,100,74,26,46,70,100,77,64,100,53,86,73,100,74,90,80,100,44,90,95,100,73,86,97,94,35,84,60,67,89,24,100,64,80,90,61,65,90,81,63,94,16
2020-04-19,100,65,57,77,95,100,76,100,41,99,100,71,100,100,97,100,90,96,83,79,83,99,100,100,85,87,62,50,52,70,100,79,100,97,62,100,76,73,100,64,90,83,100,100,73,16,94,100,96,100,48
2020-04-26,91,54,52,73,100,80,74,72,32,89,75,91,45,83,84,78,82,79,89,30,84,78,82,90,63,81,37,61,73,57,96,63,100,93,41,94,87,88,95,71,64,41,68,93,90,72,89,82,100,82,32
2020-05-03,55,21,53,73,90,77,66,100,63,87,81,32,45,75,67,51,43,59,70,36,100,75,61,78,63,98,37,77,58,98,71,45,95,77,55,77,62,84,81,88,54,73,51,85,99,24,80,80,50,60,79
2020-05-10,48,22,47,52,85,56,54,58,36,78,74,33,15,50,57,70,63,58,74,24,76,66,59,73,80,77,68,39,42,64,77,86,85,77,49,68,63,75,67,89,59,84,49,77,61,65,76,64,62,68,97
2020-05-17,53,11,41,61,72,52,48,58,46,73,61,53,30,44,69,66,63,37,56,74,68,60,40,75,69,52,19,56,49,53,50,52,73,60,28,49,28,63,60,32,45,21,49,66,55,24,76,57,46,84,16
2020-05-24,58,0,39,48,71,73,47,37,51,57,56,46,26,37,32,53,60,59,63,37,50,59,55,60,65,57,44,46,39,53,63,58,63,45,21,47,21,87,55,41,47,75,36,78,28,41,61,59,23,61,32
2020-05-31,47,21,38,42,67,51,38,50,36,53,58,32,30,31,46,58,35,64,55,36,51,59,40,43,52,51,12,44,55,52,53,45,75,47,27,40,62,52,50,48,42,52,33,56,51,16,47,59,33,50,32
2020-06-07,29,22,40,30,62,44,43,22,18,59,55,40,46,45,44,28,60,39,68,12,53,64,43,63,48,51,12,28,70,47,57,23,64,50,14,46,46,61,45,81,40,63,58,55,58,0,68,45,34,31,32
2020-06-14,42,33,41,53,64,87,54,15,37,68,50,40,31,37,43,50,53,47,44,69,41,44,37,66,54,37,13,57,53,36,47,47,66,42,36,45,29,67,54,16,41,54,49,61,59,41,49,54,12,40,33
2020-06-21,43,23,35,41,69,60,40,0,29,63,65,41,42,31,48,36,33,58,74,38,45,52,49,58,45,43,20,29,36,49,52,60,47,47,22,35,55,42,46,42,42,66,37,71,54,34,58,58,24,42,67
2020-06-28,18,23,38,31,61,56,42,38,14,59,61,48,37,44,37,33,33,46,45,32,47,51,44,38,28,38,20,24,33,25,47,42,69,42,29,43,58,66,46,25,35,33,50,58,70,34,35,49,42,27,33
2020-07-05,28,0,41,55,67,61,34,30,34,49,62,28,43,37,37,48,62,42,39,58,41,41,46,53,28,49,13,42,48,25,50,48,67,60,15,35,29,54,41,43,47,33,28,76,58,26,55,34,30,52,34
2020-07-12,54,12,35,37,56,51,62,54,54,58,53,56,27,40,60,34,25,35,63,53,63,60,47,52,29,71,27,73,30,25,39,43,67,47,22,42,45,48,49,70,57,46,33,61,69,35,58,71,43,47,17
2020-07-19,52,24,36,23,64,47,47,47,10,62,64,28,44,52,46,53,13,51,50,20,49,47,36,55,23,66,34,43,38,13,60,50,64,55,38,33,34,58,47,35,53,35,43,60,70,53,63,46,25,24,35
2020-07-26,53,24,41,62,63,52,47,24,35,59,52,29,39,45,59,61,35,35,54,67,34,58,36,50,58,52,7,49,58,38,60,63,60,51,38,35,58,51,56,44,37,11,52,64,50,53,65,37,62,34,0
2020-08-02,28,59,41,51,54,84,43,23,20,60,54,21,27,42,51,49,17,73,67,46,59,60,33,62,40,32,47,30,49,32,46,43,59,33,45,50,53,57,55,53,41,34,40,71,50,9,64,58,37,32,0
2020-08-09,41,23,38,41,49,41,61,76,14,62,55,48,32,28,59,33,46,32,72,39,51,60,28,53,34,53,46,30,40,68,42,91,70,42,15,48,63,41,46,60,40,33,35,50,26,43,49,66,36,36,0
2020-08-16,43,23,41,46,55,66,51,31,39,60,58,14,38,40,36,52,38,32,62,52,40,53,40,61,74,64,33,36,33,38,38,61,63,53,30,41,41,52,50,26,34,23,40,66,23,43,52,38,24,46,0
2020-08-23,48,11,46,41,63,67,37,38,38,60,81,41,37,47,55,66,50,51,65,6,50,45,41,73,90,56,66,47,40,49,50,66,52,48,15,37,44,47,50,42,53,78,38,72,39,34,55,49,30,55,17
2020-08-30,45,45,40,58,61,66,33,37,47,59,65,20,47,49,49,39,41,48,57,38,55,45,59,45,33,39,71,75,25,24,46,65,61,47,29,53,61,38,49,42,52,33,60,71,38,8,58,59,47,46,33
2020-09-06,43,11,33,63,57,56,52,53,48,60,55,21,37,32,48,40,45,63,52,38,50,53,47,64,100,57,39,59,36,24,60,48,78,41,58,57,66,53,49,76,48,44,56,65,48,51,46,46,12,54,17
2020-09-13,42,11,43,40,66,65,44,37,51,58,51,40,36,47,71,54,48,62,51,63,49,46,41,46,49,48,70,40,61,66,57,18,60,57,14,55,57,52,49,66,56,11,35,79,56,25,73,67,29,52,49
2020-09-20,52,33,40,66,57,48,49,30,51,64,72,80,21,50,48,39,73,49,44,37,66,49,49,55,75,54,63,63,50,36,59,59,73,47,7,42,64,66,54,73,62,53,39,68,52,33,70,44,52,49,49
2020-09-27,35,69,39,36,55,78,47,30,43,64,51,34,27,36,62,62,50,37,42,39,48,56,47,68,56,54,13,30,51,31,49,54,67,45,22,45,44,41,51,77,54,100,55,67,55,34,54,54,42,47,68
2020-10-04,53,23,39,46,56,61,56,53,48,61,58,35,48,46,46,56,63,42,98,52,60,56,42,50,51,77,60,36,55,37,58,48,67,57,74,44,22,63,43,43,61,22,40,67,42,26,49,42,24,69,68
2020-10-11,29,24,22,53,55,64,48,40,15,65,56,7,56,41,54,59,53,37,62,28,39,52,36,84,36,45,42,44,62,46,45,51,64,45,47,47,39,50,59,37,45,24,47,68,62,28,62,48,32,45,0
2020-10-18,24,24,36,43,61,54,56,32,50,62,66,22,55,53,44,39,39,52,41,48,57,53,48,77,54,50,28,57,54,59,54,44,61,46,61,38,23,53,45,55,45,36,48,66,48,27,66,49,13,58,0
2020-10-25,32,24,55,38,48,64,44,16,50,53,56,14,33,45,39,46,52,41,48,61,52,56,44,66,35,32,21,31,19,52,49,82,48,50,100,46,54,49,51,45,47,58,28,64,41,27,61,55,50,48,53
2020-11-01,60,11,39,27,45,49,45,30,5,62,47,27,42,43,52,29,45,47,35,69,54,45,38,52,55,47,19,29,40,30,39,53,64,42,43,48,43,48,57,33,35,54,39,71,56,17,55,52,29,47,33
2020-11-08,37,48,38,43,51,57,42,40,30,58,61,29,50,42,52,53,61,30,41,66,43,53,39,54,29,65,20,43,34,44,63,25,66,43,38,54,69,88,41,17,46,34,31,77,46,44,52,54,37,44,18
2020-11-15,50,12,21,38,49,49,56,24,45,59,58,29,28,37,51,72,56,53,91,73,58,44,45,55,17,75,41,43,61,38,46,38,58,35,38,48,50,73,52,62,41,57,48,65,40,53,56,60,19,41,18
2020-11-22,18,24,28,33,37,25,45,24,20,52,42,50,55,27,29,41,26,37,47,26,31,39,33,38,57,35,27,42,42,31,38,50,53,37,45,30,34,57,39,43,29,34,35,49,23,44,45,34,24,35,17
2020-11-29,57,23,19,28,64,64,63,46,39,63,76,35,49,46,47,75,80,40,60,40,50,64,39,75,80,59,61,61,41,51,50,49,68,47,60,63,49,53,55,35,36,91,39,68,63,26,68,69,37,50,34
2020-12-06,39,12,34,33,57,65,49,63,10,64,66,21,16,47,57,42,69,51,57,40,61,64,45,78,29,51,34,62,65,58,41,100,57,40,83,51,53,76,40,71,46,12,36,78,43,9,47,54,25,44,18
2020-12-13,53,12,33,48,54,64,51,32,25,68,64,7,34,41,50,27,48,46,62,40,50,41,44,46,76,57,21,43,62,52,49,70,65,57,69,40,50,85,52,0,40,46,50,76,61,27,59,63,50,41,0
2020-12-20,29,26,28,47,45,30,50,9,22,43,47,32,24,39,26,54,24,19,26,36,34,33,39,40,45,31,15,34,21,14,37,41,48,35,25,26,42,24,34,10,45,25,30,47,26,29,45,37,27,26,0
