time,US-AL,US-AK,US-AZ,US-AR,US-CA,US-CO,US-CT,US-DE,US-DC,US-FL,US-GA,US-HI,US-ID,US-IL,US-IN,US-IA,US-KS,US-KY,US-LA,US-ME,US-MD,US-MA,US-MI,US-MN,US-MS,US-MO,US-MT,US-NE,US-NV,US-NH,US-NJ,US-NM,US-NY,US-NC,US-ND,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VT,US-VA,US-WA,US-WV,US-WI,US-WY
2019-12-22,50,97,70,48,63,52,41,36,24,76,52,60,58,29,34,35,37,44,38,55,33,38,34,42,55,42,34,52,59,42,43,76,47,45,41,34,30,28,35,41,62,57,50,56,61,54,41,26,37,32,48
2019-12-29,67,100,39,54,38,43,49,50,42,68,60,44,67,33,45,47,38,52,42,90,46,57,41,49,66,47,47,49,41,74,51,56,58,58,49,45,28,31,45,49,67,44,63,59,62,75,55,28,46,39,53
2020-01-05,87,83,37,96,37,42,47,56,57,63,61,53,75,42,42,65,54,55,54,70,62,51,55,33,76,72,52,49,35,53,56,50,58,58,37,42,46,46,54,51,59,36,65,89,56,63,68,52,57,51,46
2020-01-12,67,85,33,68,45,42,65,68,54,49,66,58,84,45,47,96,62,55,44,100,68,67,52,77,75,76,62,70,38,77,69,66,74,66,61,48,37,72,70,61,74,65,65,74,63,77,70,90,57,57,52
2020-01-19,59,58,38,83,37,37,46,44,38,86,61,30,50,42,46,69,62,58,41,62,43,51,38,38,57,89,30,72,32,52,49,48,55,56,35,44,37,29,47,52,65,36,60,65,52,56,54,25,52,38,43
2020-01-26,55,88,29,57,30,46,38,33,30,68,53,29,51,23,29,33,39,43,38,48,33,40,27,26,55,46,35,41,31,38,40,42,43,51,31,32,37,31,37,41,56,31,45,63,46,37,44,25,42,23,47
2020-02-02,88,67,48,85,36,93,56,63,52,78,88,49,67,36,48,38,50,56,48,84,51,52,42,32,78,71,59,45,48,66,53,71,65,78,37,52,54,33,54,51,94,43,69,85,95,77,63,34,57,28,89
2020-02-09,78,57,46,64,35,67,46,50,49,55,66,54,48,42,59,57,49,56,44,76,48,54,46,46,71,62,45,47,40,64,52,84,59,62,46,56,39,25,46,45,73,45,70,81,46,58,56,23,50,42,52
2020-02-16,69,79,43,66,34,59,40,41,39,67,71,36,46,31,37,44,39,46,48,53,41,41,34,37,63,45,42,49,41,51,42,54,49,100,32,36,33,26,40,43,100,35,64,75,46,58,65,22,40,35,47
2020-02-23,54,63,37,59,32,53,41,47,42,72,58,36,41,42,49,44,44,63,38,70,47,47,48,29,52,51,44,44,35,44,49,49,58,55,37,49,35,28,46,43,64,39,63,65,43,54,52,22,52,36,50
2020-03-01,63,72,43,65,44,44,44,56,51,61,70,44,47,33,43,36,34,63,45,50,48,48,38,31,68,46,34,41,45,49,52,42,55,58,39,43,31,27,47,49,74,38,74,67,49,50,52,21,57,34,49
2020-03-08,52,62,68,80,67,49,42,49,44,45,55,42,46,35,46,43,45,62,30,47,47,46,34,29,54,52,46,47,62,44,52,55,55,46,39,45,39,33,44,47,57,44,72,59,52,43,50,25,53,33,54
2020-03-15,43,54,43,74,50,45,40,51,39,27,46,56,40,29,42,39,44,59,27,47,40,43,33,27,50,51,36,49,45,45,43,50,47,47,28,42,43,23,40,48,52,37,61,66,44,36,49,19,45,28,49
2020-03-22,50,49,31,63,40,35,42,51,32,24,46,22,43,35,46,46,44,58,20,48,39,41,35,29,43,54,35,45,36,44,48,41,47,46,27,46,37,24,42,50,54,31,56,45,48,36,48,18,49,28,45
2020-03-29,44,55,24,66,29,37,39,46,28,29,44,27,47,30,45,45,42,55,25,47,38,40,36,36,51,48,38,43,34,43,43,34,42,43,39,40,37,26,41,43,49,43,54,58,43,40,47,21,45,34,46
2020-04-05,51,49,33,69,54,38,44,61,33,37,44,24,47,39,58,50,43,65,30,55,45,40,44,37,50,53,42,47,46,45,45,34,43,47,30,57,34,23,50,47,44,42,58,57,47,41,55,18,57,41,43
2020-04-12,77,45,25,75,33,51,47,61,40,49,68,22,47,33,47,48,52,60,38,51,50,49,38,36,77,53,41,54,31,49,48,45,48,62,33,45,44,24,48,52,75,39,71,56,44,45,62,19,53,36,53
2020-04-19,73,48,25,85,29,38,49,58,36,53,62,16,49,34,47,49,50,60,38,52,47,48,39,39,73,56,40,46,32,47,52,27,50,58,37,47,47,27,47,53,78,39,60,55,39,47,59,22,48,37,48
2020-04-26,37,53,24,62,26,32,50,60,32,36,45,16,57,41,52,46,37,62,27,54,46,48,43,39,39,54,47,45,28,52,52,25,51,53,30,51,41,29,48,51,55,40,53,44,41,34,54,23,53,39,45
2020-05-03,46,50,24,63,26,34,55,65,41,34,47,16,53,37,54,50,49,70,29,64,54,51,43,39,47,59,48,54,25,55,58,30,55,54,38,51,38,32,53,57,60,48,72,46,33,53,61,26,57,36,53
2020-05-10,33,57,25,76,29,44,60,57,36,43,33,17,60,45,63,59,61,72,37,59,46,60,51,43,47,63,40,55,32,66,56,32,58,41,40,64,47,33,54,62,41,42,50,65,42,47,49,30,57,42,52
2020-05-17,57,57,24,74,32,34,48,67,34,53,62,22,76,48,64,60,47,78,38,46,52,45,55,49,55,59,58,61,37,48,58,29,55,74,40,68,38,36,55,51,89,51,72,55,51,38,62,31,54,52,56
2020-05-24,55,72,29,77,38,43,54,57,33,72,61,15,57,49,61,78,54,66,38,70,49,55,63,52,61,68,42,60,38,70,60,34,62,72,37,60,37,39,57,59,90,47,60,77,44,70,62,33,54,59,46
2020-05-31,51,72,34,56,36,44,64,68,37,72,45,22,69,38,48,58,38,45,46,72,52,59,50,51,66,50,50,54,39,68,70,38,64,46,48,54,26,34,62,62,53,63,49,51,53,56,55,31,49,50,52
2020-06-07,53,71,28,58,34,41,51,53,27,66,55,21,73,42,51,55,39,49,45,65,44,54,60,52,62,46,53,55,38,60,54,40,53,58,60,55,25,40,49,57,66,71,47,38,57,51,51,36,48,57,46
2020-06-14,29,62,24,40,28,38,41,66,45,48,44,20,70,33,33,53,38,46,18,47,57,38,39,51,29,38,53,55,30,47,58,35,47,69,60,45,30,38,54,42,68,57,41,41,42,40,67,33,54,46,44
2020-06-21,65,74,25,61,29,40,59,60,33,43,58,18,53,50,62,66,45,61,47,71,49,60,61,47,71,46,47,54,34,70,59,40,57,46,39,61,29,36,55,60,55,52,58,68,35,69,52,33,54,57,42
2020-06-28,53,48,27,71,27,34,77,52,23,46,48,20,59,34,45,46,39,54,31,91,35,76,35,55,59,54,60,45,33,84,64,31,64,44,76,37,30,31,41,83,53,59,57,38,47,70,44,30,39,44,48
2020-07-05,48,61,32,57,28,31,73,67,35,52,48,23,45,41,50,57,37,53,33,93,48,64,58,63,51,40,49,49,27,76,81,40,75,49,61,51,31,27,60,74,58,70,45,44,28,63,49,26,46,59,41
