time,US-AL,US-AK,US-AZ,US-AR,US-CA,US-CO,US-CT,US-DE,US-DC,US-FL,US-GA,US-HI,US-ID,US-IL,US-IN,US-IA,US-KS,US-KY,US-LA,US-ME,US-MD,US-MA,US-MI,US-MN,US-MS,US-MO,US-MT,US-NE,US-NV,US-NH,US-NJ,US-NM,US-NY,US-NC,US-ND,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VT,US-VA,US-WA,US-WV,US-WI,US-WY
2019-12-15,85,78,91,67,71,60,69,80,46,82,81,49,80,82,85,62,75,74,77,85,62,90,76,93,48,89,81,63,63,52,59,51,78,71,50,70,74,86,79,58,77,100,100,80,72,61,63,67,83,75,34
2019-12-22,38,28,42,38,40,41,40,32,19,45,41,10,44,40,51,31,33,33,73,29,32,36,41,47,19,47,79,50,61,19,30,25,46,45,22,32,38,42,35,26,29,20,44,46,35,49,31,38,56,32,0
2019-12-29,28,54,60,73,39,41,35,45,22,55,52,37,32,41,61,20,28,48,62,28,30,38,45,44,34,58,48,61,40,6,37,14,49,54,11,37,23,46,36,5,32,38,45,48,33,8,38,34,48,38,24
2020-01-05,50,13,48,47,47,54,39,21,31,53,45,17,39,46,56,39,39,58,51,36,30,39,46,49,36,34,35,53,34,62,43,27,55,47,39,34,27,53,48,19,40,18,43,60,28,37,33,29,72,24,11
2020-01-12,31,60,55,45,46,46,32,20,29,49,55,25,65,45,52,24,34,74,57,34,30,48,39,44,39,55,59,39,48,21,42,42,65,54,19,51,58,30,37,27,40,25,37,58,37,7,42,47,50,29,0
2020-01-19,42,13,54,47,42,48,36,21,21,47,45,26,26,32,45,30,55,66,41,21,38,47,36,46,29,63,35,36,57,50,43,31,54,49,68,46,31,37,48,19,42,26,47,58,57,7,41,41,65,28,11
2020-01-26,49,49,50,48,46,51,35,41,30,51,52,25,46,33,31,20,35,37,58,45,37,51,51,34,21,47,17,47,46,38,27,26,51,47,29,45,39,57,52,27,44,43,36,52,40,43,40,38,44,36,32
2020-02-02,60,24,46,55,38,59,31,34,37,54,55,37,37,42,56,20,32,43,58,25,40,45,46,38,37,45,34,24,65,65,44,60,55,43,19,43,55,50,40,27,39,77,34,55,70,28,42,37,46,39,21
2020-02-09,52,36,61,42,40,57,29,47,43,48,45,16,41,39,45,27,53,49,61,20,46,46,42,33,21,48,51,54,65,48,44,47,61,42,37,47,48,56,53,18,45,51,36,52,57,28,38,41,50,27,11
2020-02-16,35,85,47,60,45,41,36,47,26,50,56,25,21,35,54,36,63,60,61,20,43,44,40,37,33,50,8,43,45,59,42,39,60,46,37,37,58,32,52,18,38,25,40,55,62,21,42,33,60,28,53
2020-02-23,42,36,59,44,49,56,47,40,32,58,49,40,61,47,56,28,49,67,65,29,53,54,59,54,43,70,25,50,38,42,45,42,60,62,55,42,65,48,42,44,44,58,45,62,46,14,40,42,82,28,62
2020-03-01,57,24,56,69,45,57,37,40,26,59,49,40,24,41,62,44,62,54,60,19,47,50,46,40,39,61,49,27,86,42,45,46,62,52,28,43,71,40,46,31,51,41,54,54,32,21,38,52,75,41,20
2020-03-08,48,82,57,36,50,48,30,19,63,56,59,16,24,50,52,56,39,72,63,47,50,60,61,65,22,57,16,45,31,41,56,25,78,65,54,45,56,44,47,65,40,16,51,56,50,41,47,57,69,26,10
2020-03-15,75,80,73,73,100,98,93,83,100,100,97,70,55,90,100,72,86,65,77,84,78,100,100,75,49,99,56,89,80,66,92,73,100,70,62,100,65,95,100,68,43,64,84,100,89,100,100,73,82,100,100
2020-03-22,81,79,97,79,91,83,100,44,60,95,77,69,77,100,91,100,68,100,88,76,100,95,97,100,65,87,100,66,100,81,100,76,90,100,53,87,72,70,86,75,81,93,66,93,100,53,82,100,65,76,58
2020-03-29,69,56,82,62,79,100,65,43,45,86,77,38,38,74,98,49,66,88,81,81,70,83,82,77,21,100,70,57,71,79,83,51,86,74,94,64,83,100,79,66,63,54,66,81,55,64,83,73,95,74,97
2020-04-05,81,34,90,68,76,86,66,51,38,82,78,58,35,64,55,42,65,72,52,66,75,83,73,66,42,62,72,51,79,66,74,48,86,68,79,68,60,64,78,25,66,24,76,79,82,26,71,88,68,63,70
2020-04-12,65,45,81,79,70,72,73,31,24,72,71,38,42,66,85,54,67,86,73,83,62,70,67,62,28,84,24,84,91,80,68,60,82,74,44,60,53,51,81,25,75,47,63,72,90,59,58,71,78,53,39
2020-04-19,25,100,78,53,70,66,51,37,45,74,70,38,49,63,68,41,89,57,85,32,65,83,65,65,38,75,31,29,56,64,75,47,69,58,43,64,33,67,63,57,60,39,66,73,75,39,58,54,59,58,10
2020-04-26,41,56,67,69,64,71,47,25,48,65,56,68,64,52,76,33,43,73,69,49,61,63,64,49,39,61,77,18,42,40,56,47,67,67,43,64,63,50,61,37,35,23,52,70,59,45,61,59,51,50,19
2020-05-03,63,22,80,80,65,74,63,37,33,69,68,49,38,60,77,47,66,63,73,81,57,67,66,75,45,72,54,54,92,59,68,47,79,52,26,52,53,75,69,29,66,15,61,67,66,39,59,69,59,57,58
2020-05-10,55,67,59,72,63,71,66,81,27,67,82,77,57,57,98,56,52,71,48,50,60,72,58,58,74,66,39,33,57,100,66,40,67,59,78,45,56,41,58,46,71,39,46,69,53,52,66,63,56,64,39
2020-05-17,83,68,100,77,74,76,44,69,31,78,81,100,77,64,93,48,82,76,89,55,65,74,77,59,100,78,78,76,75,90,67,72,75,91,61,77,62,78,68,100,98,71,61,82,53,20,79,89,72,63,49
2020-05-24,29,11,64,47,55,38,37,50,40,48,56,23,43,34,41,38,44,36,57,28,50,54,44,43,13,57,24,40,73,20,52,60,46,42,18,42,51,32,43,21,53,16,35,63,47,26,39,40,36,33,20
2020-05-31,39,33,43,48,45,47,28,37,9,54,30,19,26,35,38,14,37,58,84,45,47,43,50,51,13,33,0,28,56,64,59,23,61,57,9,41,59,34,39,29,33,15,33,60,34,38,43,55,63,36,0
2020-06-07,29,11,55,58,50,47,24,25,27,47,50,12,15,39,33,37,26,46,88,32,41,54,53,39,35,51,55,33,66,20,57,36,66,41,44,38,34,46,46,29,42,8,38,60,42,66,44,55,45,24,29
2020-06-14,35,23,57,43,48,48,42,38,25,49,59,43,31,36,48,38,39,36,46,19,37,40,43,31,15,50,32,22,43,31,55,61,58,49,44,41,32,23,40,34,52,48,41,55,52,13,40,49,55,37,40
2020-06-21,43,24,46,46,48,54,43,20,13,44,63,24,16,32,28,17,37,39,54,10,48,41,39,38,14,49,33,30,25,37,39,42,60,53,36,46,41,31,38,35,40,25,35,57,39,48,48,48,47,32,31
2020-06-28,39,0,55,41,55,37,30,45,16,41,41,16,28,41,39,37,42,29,69,14,34,41,33,33,20,49,57,26,44,26,49,54,62,48,18,29,45,34,38,35,52,33,47,60,41,14,43,45,42,20,21
2020-07-05,40,0,60,66,50,50,34,39,16,47,40,12,32,43,41,37,58,44,49,43,45,27,44,37,27,45,41,53,54,26,56,42,62,44,18,35,49,28,35,9,44,58,43,61,73,34,45,38,61,37,21
2020-07-12,48,60,45,47,49,42,29,20,26,57,54,21,21,42,48,22,44,47,54,54,48,46,50,46,30,38,42,23,13,64,43,47,63,49,28,32,56,32,31,27,45,8,44,64,49,42,43,57,62,37,21
2020-07-19,49,12,38,48,47,40,28,27,30,55,48,17,25,34,36,22,44,43,65,40,53,44,41,36,31,45,34,12,62,54,38,56,54,60,47,34,59,43,35,41,34,26,50,60,33,35,48,41,65,36,21
2020-07-26,47,25,53,54,50,40,44,14,10,51,36,34,38,45,73,27,22,52,50,25,50,51,34,41,17,65,43,40,69,28,44,26,56,53,38,41,45,31,42,14,56,26,44,50,48,7,45,31,49,32,21
2020-08-02,52,36,49,32,48,47,34,67,17,52,51,4,37,45,39,47,28,55,52,25,38,51,46,37,21,46,25,19,48,43,32,39,57,47,37,41,32,46,56,9,42,77,43,64,45,21,44,42,62,36,42
2020-08-09,36,59,54,56,52,43,30,7,23,44,59,28,24,41,42,41,31,65,51,29,29,48,31,38,14,62,41,46,41,42,56,17,71,62,9,36,43,40,39,13,44,17,31,68,58,14,54,45,68,26,41
2020-08-16,40,95,78,49,52,64,29,26,26,45,57,12,24,42,38,18,43,38,65,24,38,39,40,44,28,72,25,54,73,42,37,59,54,51,9,42,40,40,50,26,38,42,42,63,59,62,39,48,61,26,21
2020-08-23,28,35,45,41,48,44,33,13,22,45,52,28,20,43,54,43,52,46,47,58,54,50,38,50,25,57,41,76,50,37,46,58,50,47,9,36,29,30,49,26,29,33,47,63,48,41,43,46,70,29,31
2020-08-30,41,46,36,50,46,49,35,26,38,52,57,24,28,44,50,36,57,57,61,28,36,53,45,41,54,52,16,34,65,31,46,33,65,60,0,34,40,34,39,21,32,16,42,60,50,0,48,38,69,28,20
2020-09-06,56,59,47,53,46,34,35,39,29,48,38,32,28,35,50,24,43,46,69,24,50,47,31,39,50,35,65,34,63,47,41,33,64,48,0,38,27,51,47,30,36,0,39,60,46,27,43,36,30,30,10
2020-09-13,42,12,52,43,50,36,37,45,13,45,70,27,0,41,56,15,42,45,79,28,43,48,41,57,35,52,40,26,43,26,48,41,55,49,44,38,50,37,38,34,30,40,40,63,45,27,43,43,52,30,10
2020-09-20,18,46,53,61,46,61,34,32,28,44,56,39,20,47,47,27,42,44,58,28,30,44,36,36,29,49,16,52,34,36,42,53,53,42,44,36,48,29,32,30,43,24,36,53,42,13,48,43,41,27,59
2020-09-27,24,59,57,44,42,48,29,13,23,43,44,36,48,36,51,15,43,25,58,34,46,37,40,37,23,40,41,42,44,42,37,46,44,38,37,36,31,35,40,26,41,17,28,51,41,14,42,33,52,31,31
2020-10-04,25,71,48,49,41,37,31,7,29,39,44,24,53,36,47,28,37,38,51,15,47,42,33,38,21,39,17,38,44,69,33,34,60,50,28,39,30,45,42,22,34,8,47,52,46,34,43,32,61,32,10
2020-10-11,44,50,37,44,39,32,37,21,17,41,49,21,43,35,45,32,59,31,56,46,32,48,32,36,31,45,26,40,74,67,34,58,56,38,19,32,46,44,36,37,28,18,39,50,46,22,46,39,32,27,22
2020-10-18,65,49,48,48,47,41,38,34,31,47,45,17,29,37,44,45,45,43,46,31,33,37,52,32,21,48,53,24,36,27,35,57,55,40,19,38,53,35,48,27,56,35,50,56,40,36,41,44,46,25,0
2020-10-25,47,25,47,26,39,52,40,28,20,48,48,42,30,31,38,21,58,31,46,15,48,41,46,40,19,41,35,32,46,77,41,44,55,48,10,37,39,44,49,5,36,43,55,53,25,22,34,34,44,27,32
2020-11-01,50,23,40,48,34,46,33,6,37,45,40,28,28,26,48,34,48,31,48,14,31,31,33,30,20,36,16,53,56,21,28,25,47,45,18,28,44,29,41,17,30,0,31,44,26,7,31,39,35,25,0
2020-11-08,57,12,41,33,37,48,37,34,20,46,60,21,38,37,39,43,42,41,55,25,42,28,39,43,12,35,76,36,36,22,27,26,57,26,38,41,53,43,46,18,31,42,41,58,38,21,41,41,34,36,32
2020-11-15,39,37,42,45,40,51,36,54,33,46,44,25,46,38,34,27,51,41,35,40,26,35,39,47,26,42,25,28,43,5,40,43,53,47,19,36,59,55,37,23,41,17,55,50,45,14,39,43,39,27,32
2020-11-22,39,49,44,45,38,30,25,27,7,42,42,29,25,38,36,34,41,39,54,39,38,34,52,22,21,39,67,35,59,43,27,48,44,48,19,38,47,34,36,23,17,8,37,44,40,43,29,35,56,29,0
2020-11-29,57,72,55,67,56,64,52,67,26,70,62,61,66,55,79,64,72,59,67,64,47,54,65,57,35,81,67,62,87,75,52,68,67,66,37,50,78,49,56,49,73,42,75,68,57,28,59,46,96,59,42
2020-12-06,54,12,57,55,54,51,36,34,30,56,62,17,62,40,61,38,60,45,65,55,41,52,57,55,31,66,60,47,72,27,52,56,57,58,28,52,61,41,49,36,68,52,64,61,73,21,49,52,63,42,32
2020-12-13,57,50,61,79,55,68,42,55,24,67,56,30,47,46,86,75,65,75,66,70,45,54,63,53,38,59,34,44,66,50,42,84,71,75,58,54,64,63,60,37,58,95,80,71,48,29,56,52,59,61,43
2020-12-20,28,14,38,36,34,38,31,30,15,45,36,14,18,26,54,27,35,29,37,22,43,47,42,35,21,22,19,17,43,30,25,38,47,39,21,31,34,27,43,25,39,37,36,46,36,31,25,37,78,18,35
